ID,Location Name,Latitude,Longitude,Date,Annual Rainfall (mm),Annual Avg Rainfall (mm)
644,RANGOON MYANMAR (MYANMAR),16.80N,96.20E,1883-9-01,2364.8,2517.2601
645,RANGOON MYANMAR (MYANMAR),16.80N,96.20E,1884-9-01,2405.1,2517.2601
646,MOULMEIN MYANMAR (MYANMAR),16.50N,97.60E,1882-9-01,4325.7,4799.8167
647,MOULMEIN MYANMAR (MYANMAR),16.50N,97.60E,1883-9-01,4354.8,4799.8167
648,MOULMEIN MYANMAR (MYANMAR),16.50N,97.60E,1884-9-01,5531.0,4799.8167
649,MERGUI (MYANMAR),12.40N,98.60E,1882-9-01,4152.0,4114.7576
650,MERGUI (MYANMAR),12.40N,98.60E,1883-9-01,4589.0,4114.7576
651,MERGUI (MYANMAR),12.40N,98.60E,1884-9-01,4705.0,4114.7576
652,PESHAWAR PAKISTAN (PAKISTAN),34.00N,71.60E,1882-9-01,294.3,369.0856
653,PESHAWAR PAKISTAN (PAKISTAN),34.00N,71.60E,1883-9-01,314.4,369.0856
654,PESHAWAR PAKISTAN (PAKISTAN),34.00N,71.60E,1884-9-01,552.3,369.0856
655,LAHORE CITY (PBO) PAKISTAN (PAKISTAN),31.60N,74.30E,1882-9-01,515.2,543.6918
656,LAHORE CITY (PBO) PAKISTAN (PAKISTAN),31.60N,74.30E,1883-9-01,743.1,543.6918
657,LAHORE CITY (PBO) PAKISTAN (PAKISTAN),31.60N,74.30E,1884-9-01,526.3,543.6918
658,QUETTA BREWERY (PAKISTAN),30.27N,66.92E,1882-9-01,244.0,230.5228
659,QUETTA BREWERY (PAKISTAN),30.27N,66.92E,1883-9-01,176.0,230.5228
660,QUETTA BREWERY (PAKISTAN),30.27N,66.92E,1884-9-01,548.0,230.5228
661,JACOBADAD PAKISTAN (PAKISTAN),28.30N,68.50E,1882-9-01,436.9,563.069
662,JACOBADAD PAKISTAN (PAKISTAN),28.30N,68.50E,1883-9-01,544.6,563.069
663,JACOBADAD PAKISTAN (PAKISTAN),28.30N,68.50E,1884-9-01,329.5,563.069
665,KALAT PAKISTAN (PAKISTAN),29.00N,66.60E,1883-9-01,169.5,180.0289
666,KALAT PAKISTAN (PAKISTAN),29.00N,66.60E,1884-9-01,348.4,180.0289
667,HYDERABAD PAKISTAN (PAKISTAN),25.40N,68.40E,1882-9-01,99.9,179.0284
668,HYDERABAD PAKISTAN (PAKISTAN),25.40N,68.40E,1883-9-01,147.8,179.0284
669,HYDERABAD PAKISTAN (PAKISTAN),25.40N,68.40E,1884-9-01,196.0,179.0284
670,KARACHI MANORA PAKISTAN (PAKISTAN),24.80N,67.00E,1882-9-01,146.6,180.625
671,KARACHI MANORA PAKISTAN (PAKISTAN),24.80N,67.00E,1883-9-01,140.2,180.625
672,KARACHI MANORA PAKISTAN (PAKISTAN),24.80N,67.00E,1884-9-01,180.6,180.625
673,SEOUL SOUTH KORE(REPUBLIC OF KOREA),37.57N,126.97E,1882-9-01,1162.0,1434.8056
674,SEOUL SOUTH KORE(REPUBLIC OF KOREA),37.57N,126.97E,1883-9-01,1642.0,1434.8056
675,SEOUL SOUTH KORE(REPUBLIC OF KOREA),37.57N,126.97E,1884-9-01,1414.0,1434.8056
676,JAFFNA SRI LANKA (SRI LANKA),9.70N,80.00E,1882-9-01,1988.0,1251.793
677,JAFFNA SRI LANKA (SRI LANKA),9.70N,80.00E,1883-9-01,1433.0,1251.793
679,MANNAR SRI LANKA (SRI LANKA),9.00N,79.90E,1882-9-01,1631.0,967.5861
680,MANNAR SRI LANKA (SRI LANKA),9.00N,79.90E,1883-9-01,962.0,967.5861
681,MANNAR SRI LANKA (SRI LANKA),9.00N,79.90E,1884-9-01,1676.0,967.5861
682,TRINCOMALEE SRI LANKA (SRI LANKA),8.60N,81.20E,1882-9-01,2207.4,1622.8523
683,TRINCOMALEE SRI LANKA (SRI LANKA),8.60N,81.20E,1883-9-01,1366.4,1622.8523
684,TRINCOMALEE SRI LANKA (SRI LANKA),8.60N,81.20E,1884-9-01,1543.1,1622.8523
685,ANURADHAPURA SRI LANKA (SRI LANKA),8.30N,80.40E,1882-9-01,1784.0,1401.4497
686,ANURADHAPURA SRI LANKA (SRI LANKA),8.30N,80.40E,1883-9-01,1215.0,1401.4497
687,ANURADHAPURA SRI LANKA (SRI LANKA),8.30N,80.40E,1884-9-01,1858.0,1401.4497
688,PUTTALAM SRI LANKA (SRI LANKA),8.00N,79.80E,1882-9-01,1107.0,1143.7367
689,PUTTALAM SRI LANKA (SRI LANKA),8.00N,79.80E,1883-9-01,816.0,1143.7367
690,PUTTALAM SRI LANKA (SRI LANKA),8.00N,79.80E,1884-9-01,1137.0,1143.7367
691,BATTICALOA SRI LANKA (SRI LANKA),7.70N,81.70E,1882-9-01,1430.0,1671.6396
692,BATTICALOA SRI LANKA (SRI LANKA),7.70N,81.70E,1883-9-01,1455.0,1671.6396
693,BATTICALOA SRI LANKA (SRI LANKA),7.70N,81.70E,1884-9-01,1509.0,1671.6396
694,KANDY SRI LANKA (SRI LANKA),7.30N,80.60E,1882-9-01,2389.0,2066.144
695,KANDY SRI LANKA (SRI LANKA),7.30N,80.60E,1883-9-01,1466.0,2066.144
696,KANDY SRI LANKA (SRI LANKA),7.30N,80.60E,1884-9-01,2093.0,2066.144
697,NEGOMBO SRI LANKA (SRI LANKA),7.20N,79.90E,1882-9-01,1990.0,1913.27
698,NEGOMBO SRI LANKA (SRI LANKA),7.20N,79.90E,1883-9-01,1322.0,1913.27
699,NEGOMBO SRI LANKA (SRI LANKA),7.20N,79.90E,1884-9-01,1888.0,1913.27
700,COLOMBO SRI LANKA (SRI LANKA),6.90N,79.90E,1882-9-01,2629.3,2262.83
701,COLOMBO SRI LANKA (SRI LANKA),6.90N,79.90E,1883-9-01,1649.4,2262.83
702,COLOMBO SRI LANKA (SRI LANKA),6.90N,79.90E,1884-9-01,2482.8,2262.83
703,NUWARA ELIYA SRI LANKA (SRI LANKA),7.00N,80.80E,1882-9-01,2834.6,2186.3263
704,NUWARA ELIYA SRI LANKA (SRI LANKA),7.00N,80.80E,1883-9-01,1558.2,2186.3263
705,NUWARA ELIYA SRI LANKA (SRI LANKA),7.00N,80.80E,1884-9-01,2401.1,2186.3263
706,BADULLA SRI LANKA (SRI LANKA),7.00N,81.00E,1882-9-01,2339.0,1820.17
707,BADULLA SRI LANKA (SRI LANKA),7.00N,81.00E,1883-9-01,1981.0,1820.17
708,BADULLA SRI LANKA (SRI LANKA),7.00N,81.00E,1884-9-01,2655.0,1820.17
709,RATNAPURA SRI LANKA (SRI LANKA),6.70N,80.40E,1882-9-01,4144.0,3841.41
710,RATNAPURA SRI LANKA (SRI LANKA),6.70N,80.40E,1883-9-01,3583.0,3841.41
711,RATNAPURA SRI LANKA (SRI LANKA),6.70N,80.40E,1884-9-01,3564.0,3841.41
712,GALLE SRI LANKA (SRI LANKA),6.00N,80.20E,1882-9-01,2134.0,2403.5913
713,GALLE SRI LANKA (SRI LANKA),6.00N,80.20E,1883-9-01,1828.0,2403.5913
714,GALLE SRI LANKA (SRI LANKA),6.00N,80.20E,1884-9-01,1901.0,2403.5913
715,HAMBANTOTA SRI LANKA (SRI LANKA),6.10N,81.10E,1882-9-01,755.0,1030.1148
716,HAMBANTOTA SRI LANKA (SRI LANKA),6.10N,81.10E,1883-9-01,409.0,1030.1148
717,HAMBANTOTA SRI LANKA (SRI LANKA),6.10N,81.10E,1884-9-01,868.0,1030.1148
724,KATHERINE(COUNCIL DEPOT)WAS 01(AUSTRALIA),-14.48N,132.27E,1882-9-01,717.3,967.9699
728,PINE CREEK POST OFFICE WAS 01(AUSTRALIA),-13.82N,131.83E,1883-9-01,1454.0,1150.7349
730,DALY WATERS PUB (DALY WATERS C(AUSTRALIA),-16.25N,133.37E,1882-9-01,638.1,669.5838
731,DALY WATERS PUB (DALY WATERS C(AUSTRALIA),-16.25N,133.37E,1883-9-01,738.3,669.5838
732,DALY WATERS PUB (DALY WATERS C(AUSTRALIA),-16.25N,133.37E,1884-9-01,572.4,669.5838
733,TENNANT CRK POST OFFICE WAS 01(AUSTRALIA),-19.63N,134.18E,1882-9-01,231.9,368.2708
734,TENNANT CRK POST OFFICE WAS 01(AUSTRALIA),-19.63N,134.18E,1883-9-01,277.5,368.2708
735,TENNANT CRK POST OFFICE WAS 01(AUSTRALIA),-19.63N,134.18E,1884-9-01,579.7,368.2708
736,NORMANTON POST OFFICE (AUSTRALIA),-17.67N,141.07E,1882-9-01,859.6,916.4914
737,NORMANTON POST OFFICE (AUSTRALIA),-17.67N,141.07E,1883-9-01,360.2,916.4914
738,NORMANTON POST OFFICE (AUSTRALIA),-17.67N,141.07E,1884-9-01,815.9,916.4914
739,GEORGETOWN POST OFFICE (AUSTRALIA),-18.30N,143.55E,1882-9-01,690.3,817.4702
740,GEORGETOWN POST OFFICE (AUSTRALIA),-18.30N,143.55E,1883-9-01,616.0,817.4702
741,GEORGETOWN POST OFFICE (AUSTRALIA),-18.30N,143.55E,1884-9-01,1085.9,817.4702
742,MOUNT SURPRISE (AUSTRALIA),-18.15N,144.32E,1882-9-01,564.1,785.3049
743,MOUNT SURPRISE (AUSTRALIA),-18.15N,144.32E,1883-9-01,824.7,785.3049
744,MOUNT SURPRISE (AUSTRALIA),-18.15N,144.32E,1884-9-01,807.1,785.3049
745,INNISFAIL (AUSTRALIA),-17.52N,146.03E,1882-9-01,3261.7,3553.8402
746,INNISFAIL (AUSTRALIA),-17.52N,146.03E,1883-9-01,3199.6,3553.8402
747,INNISFAIL (AUSTRALIA),-17.52N,146.03E,1884-9-01,2905.4,3553.8402
748,CARDWELL (AUSTRALIA),-18.27N,146.02E,1882-9-01,1432.6,2111.9984
749,CARDWELL (AUSTRALIA),-18.27N,146.02E,1883-9-01,1422.4,2111.9984
750,CARDWELL (AUSTRALIA),-18.27N,146.02E,1884-9-01,1664.9,2111.9984
751,ROEBOURNE (COSSACK) (AUSTRALIA),-20.68N,117.18E,1882-9-01,167.9,266.1717
753,ROEBOURNE (COSSACK) (AUSTRALIA),-20.68N,117.18E,1884-9-01,159.0,266.1717
754,BARROW CREEK WAS 01(AUSTRALIA),-21.53N,133.88E,1882-9-01,176.4,308.0153
755,BARROW CREEK WAS 01(AUSTRALIA),-21.53N,133.88E,1883-9-01,197.7,308.0153
756,BARROW CREEK WAS 01(AUSTRALIA),-21.53N,133.88E,1884-9-01,426.9,308.0153
757,ARAMAC (AUSTRALIA),-22.97N,145.23E,1882-9-01,367.2,460.3746
758,ARAMAC (AUSTRALIA),-22.97N,145.23E,1883-9-01,255.5,460.3746
759,ARAMAC (AUSTRALIA),-22.97N,145.23E,1884-9-01,200.7,460.3746
760,BOWEN DOWNS (AUSTRALIA),-22.47N,145.00E,1882-9-01,272.2,446.391
761,BOWEN DOWNS (AUSTRALIA),-22.47N,145.00E,1883-9-01,213.8,446.391
762,BOWEN DOWNS (AUSTRALIA),-22.47N,145.00E,1884-9-01,398.5,446.391
763,BLACKALL POST OFFICE WAS 03(AUSTRALIA),-24.43N,145.47E,1882-9-01,423.1,525.5756
764,BLACKALL POST OFFICE WAS 03(AUSTRALIA),-24.43N,145.47E,1883-9-01,277.6,525.5756
765,BLACKALL POST OFFICE WAS 03(AUSTRALIA),-24.43N,145.47E,1884-9-01,369.5,525.5756
766,GILLESPIE (BARCOO RIVER) (AUSTRALIA),-24.57N,145.78E,1882-9-01,449.5,521.0575
767,GILLESPIE (BARCOO RIVER) (AUSTRALIA),-24.57N,145.78E,1883-9-01,402.7,521.0575
768,GILLESPIE (BARCOO RIVER) (AUSTRALIA),-24.57N,145.78E,1884-9-01,516.9,521.0575
769,LISTOWEL DOWNS WAS 03(AUSTRALIA),-25.20N,145.23E,1882-9-01,273.1,476.3069
770,LISTOWEL DOWNS WAS 03(AUSTRALIA),-25.20N,145.23E,1883-9-01,210.2,476.3069
771,LISTOWEL DOWNS WAS 03(AUSTRALIA),-25.20N,145.23E,1884-9-01,289.5,476.3069
775,NIVE DOWNS (AUSTRALIA),-25.50N,146.55E,1882-9-01,605.4,508.6896
776,NIVE DOWNS (AUSTRALIA),-25.50N,146.55E,1883-9-01,379.0,508.6896
777,NIVE DOWNS (AUSTRALIA),-25.50N,146.55E,1884-9-01,347.8,508.6896
778,CHARTERS TOWERS POST OFFICE (AUSTRALIA),-20.08N,146.27E,1882-9-01,580.4,657.7816
779,CHARTERS TOWERS POST OFFICE (AUSTRALIA),-20.08N,146.27E,1883-9-01,325.2,657.7816
780,CHARTERS TOWERS POST OFFICE (AUSTRALIA),-20.08N,146.27E,1884-9-01,355.8,657.7816
781,CLERMONT POST OFFICE (AUSTRALIA),-22.83N,147.63E,1882-9-01,509.8,662.9846
782,CLERMONT POST OFFICE (AUSTRALIA),-22.83N,147.63E,1883-9-01,456.9,662.9846
783,CLERMONT POST OFFICE (AUSTRALIA),-22.83N,147.63E,1884-9-01,367.3,662.9846
784,ST LAWRENCE POST OFFICE (AUSTRALIA),-22.35N,149.53E,1882-9-01,847.1,1017.5832
785,ST LAWRENCE POST OFFICE (AUSTRALIA),-22.35N,149.53E,1883-9-01,915.7,1017.5832
786,ST LAWRENCE POST OFFICE (AUSTRALIA),-22.35N,149.53E,1884-9-01,421.9,1017.5832
787,MARLBOROUGH (AUSTRALIA),-22.82N,149.90E,1882-9-01,937.8,882.6582
788,MARLBOROUGH (AUSTRALIA),-22.82N,149.90E,1883-9-01,778.1,882.6582
789,MARLBOROUGH (AUSTRALIA),-22.82N,149.90E,1884-9-01,551.4,882.6582
790,BANANA (AUSTRALIA),-24.47N,150.13E,1882-9-01,697.2,665.7691
791,BANANA (AUSTRALIA),-24.47N,150.13E,1883-9-01,365.2,665.7691
792,BANANA (AUSTRALIA),-24.47N,150.13E,1884-9-01,749.3,665.7691
793,CAMBOON (AUSTRALIA),-25.02N,150.45E,1882-9-01,565.7,697.0696
794,CAMBOON (AUSTRALIA),-25.02N,150.45E,1883-9-01,397.9,697.0696
795,CAMBOON (AUSTRALIA),-25.02N,150.45E,1884-9-01,581.5,697.0696
796,FAIRYMEAD (AUSTRALIA),-24.80N,152.35E,1882-9-01,996.2,1091.9523
797,FAIRYMEAD (AUSTRALIA),-24.80N,152.35E,1883-9-01,742.1,1091.9523
798,FAIRYMEAD (AUSTRALIA),-24.80N,152.35E,1884-9-01,575.0,1091.9523
799,NORTHAMPTON (NORTHAMPTON ) (AUSTRALIA),-28.37N,114.63E,1882-9-01,641.2,492.4567
800,NORTHAMPTON (NORTHAMPTON ) (AUSTRALIA),-28.37N,114.63E,1883-9-01,465.7,492.4567
801,NORTHAMPTON (NORTHAMPTON ) (AUSTRALIA),-28.37N,114.63E,1884-9-01,685.6,492.4567
802,FARINA (AUSTRALIA),-30.07N,138.27E,1882-9-01,192.4,162.9299
803,FARINA (AUSTRALIA),-30.07N,138.27E,1883-9-01,134.5,162.9299
804,FARINA (AUSTRALIA),-30.07N,138.27E,1884-9-01,177.8,162.9299
805,LAKE EYRE (MULOORINA) (AUSTRALIA),-29.23N,137.90E,1882-9-01,130.8,136.9363
806,LAKE EYRE (MULOORINA) (AUSTRALIA),-29.23N,137.90E,1883-9-01,52.4,136.9363
807,LAKE EYRE (MULOORINA) (AUSTRALIA),-29.23N,137.90E,1884-9-01,223.0,136.9363
808,COWARIE STATION (AUSTRALIA),-27.70N,138.33E,1882-9-01,68.9,138.9778
809,COWARIE STATION (AUSTRALIA),-27.70N,138.33E,1883-9-01,62.5,138.9778
810,COWARIE STATION (AUSTRALIA),-27.70N,138.33E,1884-9-01,282.2,138.9778
812,INNAMINCKA STATION (AUSTRALIA),-27.73N,140.77E,1883-9-01,74.1,171.9663
813,INNAMINCKA STATION (AUSTRALIA),-27.73N,140.77E,1884-9-01,318.8,171.9663
814,MONKIRA (DIAMANTINA RIVER) (AUSTRALIA),-24.83N,140.55E,1882-9-01,219.7,212.5065
816,MONKIRA (DIAMANTINA RIVER) (AUSTRALIA),-24.83N,140.55E,1884-9-01,355.3,212.5065
817,MILPARINKA (AUSTRALIA),-29.73N,141.88E,1882-9-01,190.7,198.8283
818,MILPARINKA (AUSTRALIA),-29.73N,141.88E,1883-9-01,139.3,198.8283
819,MILPARINKA (AUSTRALIA),-29.73N,141.88E,1884-9-01,335.9,198.8283
820,CURRAWILLA (AUSTRALIA),-25.15N,141.35E,1882-9-01,188.0,230.0522
821,CURRAWILLA (AUSTRALIA),-25.15N,141.35E,1883-9-01,126.1,230.0522
822,CURRAWILLA (AUSTRALIA),-25.15N,141.35E,1884-9-01,263.9,230.0522
823,THARGOMINDAH POST OFFICE (AUSTRALIA),-28.00N,143.82E,1882-9-01,308.6,284.1647
824,THARGOMINDAH POST OFFICE (AUSTRALIA),-28.00N,143.82E,1883-9-01,128.9,284.1647
825,THARGOMINDAH POST OFFICE (AUSTRALIA),-28.00N,143.82E,1884-9-01,394.9,284.1647
826,NORLEY (AUSTRALIA),-27.77N,143.87E,1882-9-01,252.6,283.0783
827,NORLEY (AUSTRALIA),-27.77N,143.87E,1883-9-01,112.3,283.0783
828,NORLEY (AUSTRALIA),-27.77N,143.87E,1884-9-01,282.9,283.0783
829,CHEEPIE (BEECHAL) (AUSTRALIA),-27.13N,144.73E,1882-9-01,455.5,358.8144
830,CHEEPIE (BEECHAL) (AUSTRALIA),-27.13N,144.73E,1883-9-01,229.9,358.8144
831,CHEEPIE (BEECHAL) (AUSTRALIA),-27.13N,144.73E,1884-9-01,295.8,358.8144
832,CUNNAMULLA POST OFFICE (AUSTRALIA),-28.07N,145.68E,1882-9-01,573.3,366.6943
833,CUNNAMULLA POST OFFICE (AUSTRALIA),-28.07N,145.68E,1883-9-01,177.3,366.6943
835,BARRINGUN DEPT OF AGRICULTURE (AUSTRALIA),-29.02N,145.72E,1882-9-01,369.2,349.461
836,BARRINGUN DEPT OF AGRICULTURE (AUSTRALIA),-29.02N,145.72E,1883-9-01,178.8,349.461
837,BARRINGUN DEPT OF AGRICULTURE (AUSTRALIA),-29.02N,145.72E,1884-9-01,320.2,349.461
838,BIDDENHAM (NIVE RIVER) (AUSTRALIA),-25.80N,146.42E,1882-9-01,609.9,499.3243
839,BIDDENHAM (NIVE RIVER) (AUSTRALIA),-25.80N,146.42E,1883-9-01,373.3,499.3243
840,BIDDENHAM (NIVE RIVER) (AUSTRALIA),-25.80N,146.42E,1884-9-01,346.0,499.3243
841,ROMA POST OFFICE (AUSTRALIA),-26.57N,148.78E,1882-9-01,541.8,598.3355
842,ROMA POST OFFICE (AUSTRALIA),-26.57N,148.78E,1883-9-01,471.3,598.3355
843,ROMA POST OFFICE (AUSTRALIA),-26.57N,148.78E,1884-9-01,437.1,598.3355
844,ST GEORGE POST OFFICE (AUSTRALIA),-28.03N,148.58E,1882-9-01,451.7,516.7428
845,ST GEORGE POST OFFICE (AUSTRALIA),-28.03N,148.58E,1883-9-01,332.8,516.7428
846,ST GEORGE POST OFFICE (AUSTRALIA),-28.03N,148.58E,1884-9-01,348.2,516.7428
847,SURAT POST OFFICE (AUSTRALIA),-27.15N,149.07E,1882-9-01,567.4,577.5599
848,SURAT POST OFFICE (AUSTRALIA),-27.15N,149.07E,1883-9-01,535.3,577.5599
849,SURAT POST OFFICE (AUSTRALIA),-27.15N,149.07E,1884-9-01,342.3,577.5599
850,BUNGUNYA (AUSTRALIA),-28.43N,149.65E,1882-9-01,612.5,536.9153
851,BUNGUNYA (AUSTRALIA),-28.43N,149.65E,1883-9-01,535.7,536.9153
852,BUNGUNYA (AUSTRALIA),-28.43N,149.65E,1884-9-01,462.1,536.9153
853,NORTH STAR (COOLANGA) (AUSTRALIA),-28.87N,150.08E,1882-9-01,479.4,580.054
854,NORTH STAR (COOLANGA) (AUSTRALIA),-28.87N,150.08E,1883-9-01,391.2,580.054
855,NORTH STAR (COOLANGA) (AUSTRALIA),-28.87N,150.08E,1884-9-01,415.0,580.054
856,INVERELL POST OFFICE (AUSTRALIA),-29.78N,151.12E,1882-9-01,823.5,763.6845
857,INVERELL POST OFFICE (AUSTRALIA),-29.78N,151.12E,1883-9-01,573.2,763.6845
858,INVERELL POST OFFICE (AUSTRALIA),-29.78N,151.12E,1884-9-01,560.4,763.6845
859,WARIALDA POST OFFICE (AUSTRALIA),-29.55N,150.58E,1882-9-01,632.5,686.0076
860,WARIALDA POST OFFICE (AUSTRALIA),-29.55N,150.58E,1883-9-01,449.3,686.0076
861,WARIALDA POST OFFICE (AUSTRALIA),-29.55N,150.58E,1884-9-01,553.2,686.0076
862,JIMBOUR (AUSTRALIA),-26.97N,151.22E,1882-9-01,768.0,641.454
863,JIMBOUR (AUSTRALIA),-26.97N,151.22E,1883-9-01,485.9,641.454
864,JIMBOUR (AUSTRALIA),-26.97N,151.22E,1884-9-01,637.8,641.454
865,GAYNDAH POST OFFICE (AUSTRALIA),-25.63N,151.62E,1882-9-01,628.8,765.2511
866,GAYNDAH POST OFFICE (AUSTRALIA),-25.63N,151.62E,1883-9-01,425.4,765.2511
867,GAYNDAH POST OFFICE (AUSTRALIA),-25.63N,151.62E,1884-9-01,452.7,765.2511
868,NANANGO (AUSTRALIA),-26.67N,152.00E,1882-9-01,882.9,787.7964
869,NANANGO (AUSTRALIA),-26.67N,152.00E,1883-9-01,642.7,787.7964
870,NANANGO (AUSTRALIA),-26.67N,152.00E,1884-9-01,628.2,787.7964
871,STANTHORPE POST OFFICE (AUSTRALIA),-28.65N,151.93E,1882-9-01,1017.5,767.9691
872,STANTHORPE POST OFFICE (AUSTRALIA),-28.65N,151.93E,1883-9-01,458.7,767.9691
873,STANTHORPE POST OFFICE (AUSTRALIA),-28.65N,151.93E,1884-9-01,570.7,767.9691
874,LISTON (MARYLAND) WAS 06(AUSTRALIA),-28.55N,151.98E,1882-9-01,805.2,862.1316
875,LISTON (MARYLAND) WAS 06(AUSTRALIA),-28.55N,151.98E,1883-9-01,659.4,862.1316
876,LISTON (MARYLAND) WAS 06(AUSTRALIA),-28.55N,151.98E,1884-9-01,653.1,862.1316
877,TOOWOOMBA COMPOSITE (AUSTRALIA),-27.58N,151.93E,1882-9-01,900.9,947.6414
878,TOOWOOMBA COMPOSITE (AUSTRALIA),-27.58N,151.93E,1883-9-01,576.8,947.6414
879,TOOWOOMBA COMPOSITE (AUSTRALIA),-27.58N,151.93E,1884-9-01,750.3,947.6414
880,BALGOWNIE WEST (AUSTRALIA),-27.83N,151.68E,1882-9-01,609.9,683.1573
881,BALGOWNIE WEST (AUSTRALIA),-27.83N,151.68E,1883-9-01,466.6,683.1573
882,BALGOWNIE WEST (AUSTRALIA),-27.83N,151.68E,1884-9-01,597.7,683.1573
883,CONDAMINE PLAINS (AUSTRALIA),-27.70N,151.27E,1882-9-01,595.7,663.1464
884,CONDAMINE PLAINS (AUSTRALIA),-27.70N,151.27E,1883-9-01,527.6,663.1464
885,CONDAMINE PLAINS (AUSTRALIA),-27.70N,151.27E,1884-9-01,529.7,663.1464
886,WARWICK (CANNING DOWNS) (AUSTRALIA),-28.23N,152.07E,1882-9-01,801.6,691.4178
887,WARWICK (CANNING DOWNS) (AUSTRALIA),-28.23N,152.07E,1883-9-01,542.0,691.4178
888,WARWICK (CANNING DOWNS) (AUSTRALIA),-28.23N,152.07E,1884-9-01,503.7,691.4178
889,TENTERFIELD (KIELY STREET) (AUSTRALIA),-29.05N,152.02E,1882-9-01,934.6,856.4933
890,TENTERFIELD (KIELY STREET) (AUSTRALIA),-29.05N,152.02E,1883-9-01,639.4,856.4933
891,TENTERFIELD (KIELY STREET) (AUSTRALIA),-29.05N,152.02E,1884-9-01,593.4,856.4933
892,GYMPIE (FORESTRY) (AUSTRALIA),-26.17N,152.65E,1882-9-01,1278.7,1138.1452
893,GYMPIE (FORESTRY) (AUSTRALIA),-26.17N,152.65E,1883-9-01,1021.6,1138.1452
894,GYMPIE (FORESTRY) (AUSTRALIA),-26.17N,152.65E,1884-9-01,813.2,1138.1452
895,KILKIVAN POST OFFICE (AUSTRALIA),-26.08N,152.23E,1882-9-01,850.8,869.9075
896,KILKIVAN POST OFFICE (AUSTRALIA),-26.08N,152.23E,1883-9-01,734.8,869.9075
897,KILKIVAN POST OFFICE (AUSTRALIA),-26.08N,152.23E,1884-9-01,703.1,869.9075
898,MARYBOROUGH COMPOSITE (AUSTRALIA),-25.55N,152.68E,1882-9-01,1439.7,1153.099
899,MARYBOROUGH COMPOSITE (AUSTRALIA),-25.55N,152.68E,1883-9-01,776.7,1153.099
900,MARYBOROUGH COMPOSITE (AUSTRALIA),-25.55N,152.68E,1884-9-01,904.2,1153.099
901,IPSWICH COMPOSITE (AUSTRALIA),-27.62N,152.75E,1882-9-01,802.8,877.3568
902,IPSWICH COMPOSITE (AUSTRALIA),-27.62N,152.75E,1883-9-01,667.0,877.3568
903,IPSWICH COMPOSITE (AUSTRALIA),-27.62N,152.75E,1884-9-01,628.9,877.3568
904,CASINO AIRPORT (AUSTRALIA),-28.88N,153.05E,1882-9-01,1125.0,1103.32
905,CASINO AIRPORT (AUSTRALIA),-28.88N,153.05E,1883-9-01,892.5,1103.32
906,CASINO AIRPORT (AUSTRALIA),-28.88N,153.05E,1884-9-01,611.4,1103.32
907,BRISBANE REGIONAL OFFICE ROOF (AUSTRALIA),-27.48N,153.03E,1882-9-01,1141.9,1137.7408
908,BRISBANE REGIONAL OFFICE ROOF (AUSTRALIA),-27.48N,153.03E,1883-9-01,1063.1,1137.7408
909,BRISBANE REGIONAL OFFICE ROOF (AUSTRALIA),-27.48N,153.03E,1884-9-01,757.0,1137.7408
910,SOUTHPORT (AUSTRALIA),-27.95N,153.40E,1882-9-01,1308.5,1437.1865
911,SOUTHPORT (AUSTRALIA),-27.95N,153.40E,1883-9-01,1895.8,1437.1865
912,SOUTHPORT (AUSTRALIA),-27.95N,153.40E,1884-9-01,763.7,1437.1865
913,MUNDOOLUN (AUSTRALIA),-27.90N,153.10E,1882-9-01,868.1,951.8984
914,MUNDOOLUN (AUSTRALIA),-27.90N,153.10E,1883-9-01,847.3,951.8984
915,MUNDOOLUN (AUSTRALIA),-27.90N,153.10E,1884-9-01,666.9,951.8984
916,YAMBA PILOT STATION (AUSTRALIA),-29.43N,153.37E,1882-9-01,1426.8,1460.06
917,YAMBA PILOT STATION (AUSTRALIA),-29.43N,153.37E,1883-9-01,1718.8,1460.06
918,YAMBA PILOT STATION (AUSTRALIA),-29.43N,153.37E,1884-9-01,782.5,1460.06
919,CAPE MORETON LIGHTHOUSE (AUSTRALIA),-27.03N,153.47E,1882-9-01,1505.1,1550.8714
920,CAPE MORETON LIGHTHOUSE (AUSTRALIA),-27.03N,153.47E,1883-9-01,1867.7,1550.8714
921,CAPE MORETON LIGHTHOUSE (AUSTRALIA),-27.03N,153.47E,1884-9-01,1115.8,1550.8714
922,ROTTNEST (ROTTNEST ISLAND L.H.(AUSTRALIA),-32.02N,115.50E,1882-9-01,650.5,706.9674
923,ROTTNEST (ROTTNEST ISLAND L.H.(AUSTRALIA),-32.02N,115.50E,1883-9-01,779.5,706.9674
924,ROTTNEST (ROTTNEST ISLAND L.H.(AUSTRALIA),-32.02N,115.50E,1884-9-01,640.9,706.9674
926,PINJARRA (PINJARRA POST OFFICE(AUSTRALIA),-32.63N,115.87E,1883-9-01,945.7,940.0451
927,PINJARRA (PINJARRA POST OFFICE(AUSTRALIA),-32.63N,115.87E,1884-9-01,994.2,940.0451
928,PERTH (PERTH REGIONAL OFFICE) (AUSTRALIA),-31.95N,115.87E,1882-9-01,916.1,867.1384
929,PERTH (PERTH REGIONAL OFFICE) (AUSTRALIA),-31.95N,115.87E,1883-9-01,806.7,867.1384
930,PERTH (PERTH REGIONAL OFFICE) (AUSTRALIA),-31.95N,115.87E,1884-9-01,908.2,867.1384
